"1wdhh3un3uxilciwntdnzd9purvwysoo5jid";1;0
"1wspzafbakfzhj6185ocehr5xatsuvuj9o9oooaips9p5xk1kvw1s3t5sotbktpdwjhvle3hn3sqspqk3vet02ptwpc2hso8bgnm4bcsfae";1;0
"1xqkajq2osnve0afy40tpkia7ndistjo2wxxl";1;0
"1y0sydg7n0wmomoy7en4eu1wzxpctrc3vrgs6kbc4iidn8vo2fxi";1;0
"1y258iixg42l";1;0
"1y2vkztge75cs6tj4ro0k3tdpspflvdxehzg9av4733ibwqyhlvzpgl9q7e";1;0
"1ysrkzvxuuoq";1;0
"1zm2dogx9n1qnq1np8fpyjbrcvj4qgedkx5edaeezlpu0ulztykjw2fz";1;0
"20";1;0
"2002";1;0
"20c3axgf8a96i";1;0
"22qfa2sek8rqa5jqlsky9cmot2ei5rmfukgfyuxoogbk4wdj7zs8wopxpugwqiqaocnkgcdy2286ft4bmkccuaxuhau55f1j8gd92";1;0
"22rwe9nvi0vu13lfkp0yk1t1azwt7ud8bd1q8modavlyuzzw9lzc6rqm9gffvl1kkxdkbhycd1b36vrdxlrslc9t9olkhlujghmjkksqoxoar55hyz50nqp5lt2gmuhoz0p65s4wndgubjfzefbltcvrxizvut3juicr6osvwt3qn5djc2zqks3lsfz44j";1;0
"23";1;0
"23jk5";1;0
"23pv3ssur23c2sgbmkjacoxrk7dh0qhrbc6yeyogj233";1;0
"23wdnteo9rvby5tmgjs1ivd3wgyr";1;0
"24";1;0
"25";1;0
"25y";1;0
"26";1;0
"27";1;0
"27qjrpbcnu2xf6jj5jip20";1;0
"2aadk0veqw5ukizflsunegdw2ch5dkuekmsljlixblymqou4p8ab51yuky1bziwmyydacjjgds";1;0
"2b8ucf8acehe2l6xotrbtsyrlhctkhbruu";1;0
"2bhejqfdnubp8wnp9";1;0
"2deydarcsg5nvmjh2ypio";1;0
"2ebgsfoaklflmrmanojkiogyyaf8a79l";1;0
"2eosznuyy5eygnhngaz642rp93qmpi3gmoqxgsegkbcn3dsdg";1;0
"2ew";1;0
"2fcly6lc0vvczxkq5i8klrr6vr9";1;0
"2frf";1;0
"2g1bswvrxe";1;0
"2hadpuocmmsr2sbb4jge8jeynpxy4y1o0jw60u1uzco";1;0
"2hqyrdixuxtyxhgjq";1;0
"2icb9mbdaan3ls3nbaivrgfem4gwxhkpqn9lqlieiylddzwwuez2iylepjx45a29buxzrhmlhnr2tb8jyhcnm5evpuc1dwzbexsmw5i0a6dsvxk";1;0
"2ina2frbhmug8oydhxyrlrjxhhv4";1;0
"2itmijexbc1b0m5lsrkqyhetnbz4vkuryt3ajsa7kyjhgelp3gmpeaejfirlgwjxu";1;0
"2j";1;0
"2j6x8cvoej";1;0
"2j8k5dc3eqjqej8zr3kd";1;0
"2jklenkbmzoumahi326";1;0
"2kcyadie";1;0
"2ke3eupb0ke";1;0
"2ktni8gii2r0j";1;0
"2lnlkmg4dnjyfprvdd6rqfmli";1;0
"2m7qmjddoulhrg5bw2bv91ufdpdnvctzxra";1;0
"2m7uwm28xkzvcpm0qgswcnmydcnpp";1;0
"2mkk";1;0
"2n3up";1;0
"2n9njzkryryc7";1;0
"2oitmyx9d8ez6";1;0
"2oo2pimn48w6b6aavne9s0u2nulizt23xvwvkwpjzfcrtwnve";1;0
"2oor2xatqmb1wyysd4aeftnmetk1br4js29xdbadgyqp209ccr2m7bxnughhvozxn76zuunxksypisfi0f5tus4";1;0
"2pct3ikzywhfobkbn61zsxjnvhimbrl6reypaouyea5";1;0
"2pcwwwlsrlhk9d";1;0
"2psujxo";1;0
"2ptwk25kqovnh1aiotvsm2ub78pba3gcdg";1;0
"2pwl3jynonseuxdm8z7fh5qfwqkbqkvs5yaeevvvzai";1;0
"2q";1;0
"2qr";1;0
"2qsu9svds4k2grdht9fh";1;0
"2qsvek";1;0
"2r0p";1;0
"2r8kvjao8ox9rpy8rb1c9srvplrfkzzm036mjcy";1;0
"2rjjx1xubik5tl";1;0
"2settzxvb1mffj";1;0
"2sflslh87bjzpeydrnectrl3jts8gnyn7b9n071woh2c3d72bsqguk1ahnttvjotzjquiqhc974enukrm5n0x82l6db2zm8ktgdwqljsy20";1;0
"2sxtly7em8w5zpfckfuyao6r20xg4nlug9cdvgbm0vebwbib";1;0
"2t4zq8ul22sruvjiaqlkms5yxd1q2hruvigd9ulqumbpznottnhja5umckeq8azce6w5sls2lh9t";1;0
"2tso59o5z2ti7gfqvm";1;0
"2tzyyydkjo";1;0
"2u";1;0
"2ugczq7tofbokkmwtblgegboe6";1;0
"2vhb3rh2vfwi2bwxnbtdlyin0ywfaj8pn1frtc9pila5glwc0sziidt5oflk5iyeiot51pak9hkmn5go4p4x4o1a0n9pa";1;0
"2wbdaaudbaqeawuebaqfbqugbwwibwchbw8lcwkmeq8seheperetfhwxexqafrergceygh0dhx8fexcijciejbwehx7";1;0
"2wbdaqufbqcgbw4ica4efbeuhh4ehh4ehh4ehh4ehh4ehh4ehh4ehh4ehh4ehh4ehh4ehh4ehh4ehh4ehh4ehh4ehh7";1;0
"2x";1;0
"2xchy2t8nzv4tfhgp71jyyln";1;0
"2xiy74h9murcu2nrbdxfiiiku5pi3pkihocd0ymuo";1;0
"2xrvzfqwnwgp6nqf899a0ynbmgchw5chmirh";1;0
"2xzb8kwntgvuudcs3jyflwirnb25jufxa";1;0
"2y2";1;0
"2yfuqgkarkx6dsez8drid";1;0
"2zq4ux";1;0
"30nuuae61zqvcifzrbythsfiwxbvdqfpfz6bwtnzznejljxica8xwb09dsu2";1;0
"30qkopjoi9rjldxxlficgvmtmiphsdj8xu654x1i2nvv";1;0
"30qxomcdvcwsxcs3n1zyzaxkbeo3r1p2a1kt5reoovwzrashaizv5yppbh3oiy8p6ezk5ka7ue746jh35q0lkiuyw6hi3c4k8ohebyonxqrekywkk9qsg7qnmnshofa49d1pshpfw0qttq8uhuzegkzbjx12xjfjqxjkfwvkkcswjvomr4z2qz4ajt4dkiukdichiw3xzdia2";1;0
"31";1;0
"31zaatvhtcosqsovkkba9dx4";1;0
"32";1;0
"32qkedtjyluj3klcmtmto4ycwwqnqhzyj8gztixibgy";1;0
"33vvxnwiv7nzzrywranowxocbeoppru8aqqzwkysanm5z1i8b8ifpvdwxeys3vkue0jjksv8zqn8";1;0
"35";1;0
"371f";1;0
"37enlb";1;0
"37qo50vtolh4jar4b2xqv9sgtnfbbbww8udtyyrxogcj7wbv1";1;0
"39isvt8mtktjbxfbvbt2";1;0
"39l3sijhlak";1;0
"3akfm3x9ur";1;0
"3andh05yg";1;0
"3aqfnc126sbsysqr5gekn5";1;0
"3bfga4dgmrgayxvxc76donoupb0wf2";1;0
"3cbhqt3eyjhu1sfxekkq4bnrar6mf3vtfm55nfm1y";1;0
"3cx2lyjpgcriq9k1fs54hf";1;0
"3d1s4fg9sgcurm7syyufzfzvqlnstsewsmlgohxhueyrq69qvokzc7ln";1;0
"3exzrniix1qp0mgyxmscj46ka1fw6fudpuardziaf";1;0
"3ir3h29l6ejic3kzicqqcmb";1;0
"3j4a";1;0
"3jdz";1;0
"3jfp";1;0
"3jvvajnm93f2wauhb0p24lkk5vmrjeo0ass3cko5l8foplqzlfysbjp1rj7f8mjku59d11pvyipj3hn761lw";1;0
"3jzfzrxzwm1jxj0gw";1;0
"3lgiphs1rqdo8wlle7abb";1;0
"3lufd8klcnwnzao1x2i9ndbivy";1;0
"3lurtdv0oozwobvrtkidacwpl8b4z2ztfaqhltspliztjo";1;0
"3m0juvzxdzobz2s0u0z8ixch7mncr4ftelvtpjgkp2jrxhkbhbmm";1;0
"3ny8c10tzuuuy";1;0
"3p0n2y0maxstjfrdxjt24dlkzvqcs";1;0
"3pi0jffisfxooyzpirfez464fxmg8ondsr3tgopiyo64rr";1;0
"3pput9u";1;0
"3qjaejzlexqploatnsny9xvs45b24iiulmztssrglby";1;0
"3qsk";1;0
"3r2vse1u6mzoh00f82dtjlvdp2nacn";1;0
"3rwd4kjcbyftmdk4h9utxjylfdnyxed7ye9b1px2qdrdv7ysvu9pzuvkd0ao2pikmozblvp8mfnp6ja3lykwkugpxk";1;0
"3s6sfd36f";1;0
"3smdk7e4ybl9zms";1;0
"3sqlibgvckahhl4bvc5kzy29j2";1;0
"3sx2x8lxehr8lr6sli9a77zr8wcuuroxhztn7gc58aovbt7vh9qerazqemhlpbsld4qi3zn5";1;0
"3taxkk";1;0
"3tg09cjxxmy7ezpu1usoenljwb0qvmxsx5";1;0
"3ttlp1dsulacadbr68y";1;0
"3xn3uh7az1jxxjolgldu7j0lihkhxsal8pazjqs41u";1;0
"3ysfokoa4vb63dstyrhofcrlq9egsdtqazez8tvjkedwbcnste1clpnkpxyzuyg67yyhyfkof4oii78oqom29umpxu0sllasfxvylqlrug7mjrxkoj1zzjnp3uymxd6jesu";1;0
"40eu1021um6lc9phwhjwrczd4b8y";1;0
"40kb";1;0
"411c";1;0
"41qtb4cznaszyzirbapm";1;0
"43";1;0
"43ibxhf";1;0
"47wibjgdwb6datl6muuarn2l5nzngpkiarmddnxyaiqkhvmumzpkm0trbefp9lcz360tx";1;0
"481cs4hfjyf7ol37narbrgjmmsw5wm5";1;0
"4aaqskzjrgabaqeblaesaad";1;0
"4coh5c7mtfbp0uer28k4pkqt6vl0u6s9k0gqmgnowxvvr6jot5d3bv52k85yaaxlpkti2jvbw3jvocmqpcou2qyf8qxez6gnrbtiugzmualnbeqdxaupsut3ube8yquboe4i7wzyufruzses3j5ccm";1;0
"4d0";1;0
"4dulp8rx";1;0
"4eonfdfdlf9o79cngf3vviopr3tdrtpe9qtrajytgs2";1;0
"4gomf8z3h8w186a8t2b";1;0
"4haxa";1;0
"4hmdwglmdlanc4daa4tzpj36jsatkjg2q5yvt3i6klzklzugcwi5ict4eh3iqyirmso6mecsmhpakbjlzn6hjzwgiitb";1;0
"4hrzx";1;0
"4kx";1;0
"4ls";1;0
"4lu1twqflylu9b5vihz2kjmd2arhgmy7z8h6vxq3bupcno";1;0
"4mv7q2ypc8gcmohaudp3vz3r289ng6txemnduczg1fp8ar8sfqcjvl";1;0
"4n05rlthcvgeau53fazm3mzxjoolwdvfelpgixfo";1;0
"4ntsbye6895bilimsqudbidgtkdyp0qtcakijzi5drtqy4rmxafgcvah2c5pn4zo";1;0
"4pbx4ecuryflb8lc154";1;0
"4ptgsfcgzf7zpvnrriycg3ujxps5nkkam";1;0
"4r1w3mhxk76bmv8tmetdy";1;0
"4suopfu2px8gl6tjijfmuu";1;0
"4torlxxkczi9arydzdzlam8pb2qkzezezg5zslsmjnsgyflyqlpchn1j24w4ow86plyvlwo4gb60a";1;0
"4u";1;0
"4uhzwxjp8btqptut9ayzvfeindjpkfptoq9eufhtcpkdi";1;0
"4uicwuwzlhyg9m2co64ajp0zvlbrqguepxld";1;0
"4uyltqm9nbsf5bej6gikfyenspfq2";1;0
"4uzbfbgjg0alqwgety7nh7ko1by7lxvzy";1;0
"4v1k5trm7sey7sw3lgnu0isqy5gd0cdp1zwdrvhom4quegc8oulpgjjov1l2rexlip2l8o3gt6pqukwcfvdtasl20gysevsjlqjghfbl";1;0
"4v2qpoyip4ohmlwngtlhayccn5ngvan5lb";1;0
"4vctwrcnmzrmn1dwdjhkfo";1;0
"4vhktcti4ryzwo2vxp909tdx9nip33yd6gimmgdarniac3eubydmibznuinaxna3hq5mhkukyx40rxvwkhzbgxphmc7uw";1;0
"4vxllbiorp8aq7i3uznezyrzweyof";1;0
"4xocauxp455xkiplbchuvolsssmsljczh31b6cclum";1;0
"527bq";1;0
"52h";1;0
"52y";1;0
"55ahfhe6ghui9aynt7";1;0
"55ooyvlkcmat2zh";1;0
"55y5h0x4";1;0
"56dbhqu7npkfnyvcxk63f";1;0
"57ttvrv3vn2uucxjyx8l";1;0
"5a3pt12";1;0
"5ams8smuqhu4lj5q3ue469oldkm1ktvbosa4urao3iwvjagqzjjcfic4hpjo9cllomrnvzymedxsmucemjcxxtqaozgdsptfcimr3h";1;0
"5apsmn1c6e";1;0
"5curt";1;0
"5e";1;0
"5ea0zh2o8sb4vd3msxf3ccavhyrzcht";1;0
"5ev5zwhzqsbydo2fm7zx6n51s";1;0
"5g221tpqzsexl2crunwmz";1;0
"5gse2sldj4pyygsebuxo4bhhw";1;0
"5i12icy";1;0
"5jpliiruhi";1;0
"5jue1dituoopnu4qewgntfujg3e3ahownu";1;0
"5jutx93i8mnohezivpmn9j61pe8urns5z7qev1gvz5cxx4zo1yvtrz9ovj72wb41pbriyvzrldcpcqrysfllg5vlu5qlc3c8yg5akklafu09";1;0
"5leoojhibmqlspkr3tj2vtyyn3l8khpoffi8h6dvvbt7pdsuhuohb68agalizgkx9xnuuhtw9j9xeyrlwapdp1jo9p";1;0
"5ljzx5qq";1;0
"5ltslpeda5";1;0
"5mtv6mvftj";1;0
"5mtv6mvn7sflw";1;0
"5nere1m5d75npoga5w";1;0
"5pu7jyqvk0ixvmj92cfkyvp12bhnscyqru7axrgqohbbb5r4jcfx9lhi7rat6zpykdatesp3o";1;0
"5pyxkxlg0zzjogaym56evdtrl32g5dlqcd3eezp2gb7a6nug9mj61i1xvola84gsbwcrzrm7lwassqn3rithqamanpxo1ncfrpfxgq2odu7ttjv5nofxlx7n0g5qvgzlbkcnxfpbjaxefjerrj8ynpujt3omxwryyxx2tu2od";1;0
"5qeinigqmrieshrywk4b7o3";1;0
"5rhdwoijeoenxtlga77l82cvagncwtpangsmzwetds9uvt3m9mpgnvw";1;0
"5rppmrr8qx2f";1;0
"5sfsb4g9p";1;0
"5t";1;0
"5twwsw37";1;0
"5ue7lliwrd";1;0
"5uyw99zbwse7ipnd4j06iuz6bxrqwlxigceosmdav99qlxdfg1m1xc2euuobme0gza";1;0
"5v0xlpbkbynvfc";1;0
"5v9jtxmnqr1urq6ufflq5mnbagzzc5a8snwpnu9uulumgc7nhhmxeipivvh5ea7";1;0
"5wf";1;0
"5x1x";1;0
"5xtz";1;0
"5zws1rx9ztoobfxabsotnk5qviawtjpxp41n3gqxnnrbnbokuuvoosmbgzz5gxgtn4k31pju3tpkket5hgzscgzvsr6ff865g";1;0
"6";1;0
"61w8u5mghfg";1;0
"61yf5r8mgk";1;0
"620n8w1439igotwmwctn7dlyntq9m3idtzzxcutjeygeeqrxnft9i06w0trbw";1;0
"63ureksr7plydqyn7jhid40k5rqhegq32opqelyytuqwamcucdbp1ouujbsn6k2p8a9yanxurc7y4hdjhjt";1;0
"64";1;0
"645su5cw0mojzrn0qjfaqsvruvh0zv7nc3h4zmekxwr51ky9n6qizij2jlogzsamrtuqgmccendqjjiykkrkdzutuzg5giu6sd";1;0
"6agu3";1;0
"6ajrjuf0pji8v6q0pglbgjpqfsbybjqt4";1;0
"6c9a9y6qcnltrjgiugp9ev5f0kre1vfxlk6ln";1;0
"6cf0pvzxu8cor5pmnsqowoskv4puzjeyq6kykkbegkv";1;0
"6e4ji01ribkjvyg7mrnh2mptby8af0jrlagipcmstw2ccfsqbnix";1;0
"6ew7ej5rhsguzqzxbrkxzjz2dni7ydctmakkvoirpwvr9qrhuttjgtwbjel6nq9";1;0
"6fh";1;0
"6gmjwv61w";1;0
"6hi2e9gxjomz8qbstci1xvbecgvprqarejuhggofe42";1;0
"6hl7qlygbizsdfdipwfr6vndgsyikmilzbccfdxudq1nrz201py9muefjxttskfakflvc8ywsruqmyrsnwi1uhfo45uufgrdqollgcg4ivi4asq8swbmyyoccoi";1;0
"6i1ggmjjlzb7";1;0
"6i4bwyw09iotnq3vq3cyxc4i5qogb169tqqhtmzgfi2oudzdsrvrsyxto4hgc2wrs2ujjbiowqhj161r8o32l6pemlkq3qkxcnt41ptbt7qwtrh";1;0
"6ibayfg6ob";1;0
"6juoegvekjzbuxjhj0zvkyd2uu2avyxxjzwt";1;0
"6kkgxeye0ls5bo0t";1;0
"6knkjaynciwfl9bnvycs0fulixvz";1;0
"6kxalasm";1;0
"6kzhz4cxgwro6da3uu0a3k9ooxyjyvp4xckocroqjwgkzmkmxftoznrbjpfez97fns49dhmthgaygmvnol0kk08tmfu0hpnkevwggalffazdlz97hk3xfkdyskonj0dwlpdjtzdqdgagletl6hfe";1;0
"6l2qk7r5dkkmw41lirobmeyg5b2fxmj6bppmk3kossypk";1;0
"6l3puf";1;0
"6m2hugmm3ma9unbroeuie95lccw";1;0
"6macy7kgqfscry";1;0
"6mddjwwknlj5dkzk";1;0
"6mdmr6jtsu4n5zqsu8wttmqzsug7ho7plk2duprm69";1;0
"6mnyklgb5g4rpe0drore7kv1";1;0
"6mowznbnstouq8ewqdrsniwmhaxi3rp3oti0mcrd";1;0
"6mwtuw5ikw4iu5amakkg2dy";1;0
"6nayqrd5o9qt3z05ldwqlp7syylt4noftwzen";1;0
"6nl9ryh06ntov";1;0
"6npjvfbtnnfswc";1;0
"6nrochjfj9f6qpjkoskntv7zodspdi";1;0
"6nyup6qtl7zdxxccuevfxnlcijosw8c4zt5vh4hlzofgjkxhf8uzxutv4e7d76lr47jnnspivpfdvgbbckn6e0";1;0
"6ocs0acnmxunjgcb0uunyocwxmztjfnny8pg2rr5uhifpypdxkrlhvayogbnr57mixjbjkrrlyfcnyhjtsrqkhkqxc4a8onwoavyjla7hi670rkpp5uxyu0cllvkgyx9ri";1;0
"6odrabyuxkal";1;0
"6oe13hnykx";1;0
"6ou0gt54xabklnau84kkhy6jbo9zmpttfhfkgilcg5vxzdhjpq7u";1;0
"6ozxxp";1;0
"6p1zr";1;0
"6peqosc8cjgjidbbyz4fig0l5assmjd44ywkgg46fedfptencl20isuy7w85zlcjpjw";1;0
"6ph4ntlhweuvcj";1;0
"6pidrmkt4mp2aukhon";1;0
"6pkslddgrcs";1;0
"6plqqnijmdlcl0wcay";1;0
"6pvaa";1;0
"6q";1;0
"6qgzarjgphttfaahyn60dwdhaxyzo2hpbk4";1;0
"6qnxa36da4hpmp3n";1;0
"6qrrchapbw7axnxcijqwcaffxrsz41ck0fjpq6qetu7h9mzvjrp91l";1;0
"6rk6kaoufvdnqy";1;0
"6rwsyhk4k06fagiw5kyhoaqaad5ttllailq6rqv7zaadgelzpjsdmcw4cybu1fkbakqtjyeakpwfhysbz4wsxe5h3h1xnb9ltrw3bv5gghjkayptiuz";1;0
"6szslsi";1;0
"6t";1;0
"6tq6p7edwrogntqk4u";1;0
"6tthtrktsoiorcolbk42are8n3mdlrthdtnyxxtqwbygdzxmdzyreohvw";1;0
"6u3gezmzde8ap2qfmf30zjez8cpmafm0m6vc8yn4a002j3f8zd8k64jnnzgr2u85g9msxo2dx61m";1;0
"6uaba8jrgl6mc7al1z86drfb6d760dxdwfxayrjcx8yybk0vopnspwqnetbrhkkhkwrnk7oyeay3eqdgqpqalwrgr4fwkw8yhitr4bvirin";1;0
"6udl1ls4z9k57nvdszci7ox2pmfab1vvat7j";1;0
"6ujo2omcezjbthf7z6vnk6nkhjtxi9ley28lwxmjduybj1gi8w5u";1;0
"6uu8ecljh3vboxu2wutrb0liggofp1fa46";1;0
"6uycpoyuyfldebcsf8aqjp1qjnd4pgpmr";1;0
"6w8l";1;0
"6xeupcmop4pdc0ysa1momdlopfw3wksiuks4vlne5xblib7rjzsogqgxshimhibwzhr5u6ngak3qjrfsttez065u3ujedhavtjnax4q3ednfdpm";1;0
"6xfhnniarugx";1;0
"6ygh78d4ls4etsmiomhb5dqqtbasvnnyxesn8yntrw6kv";1;0
"6yxbkk38e9kd0armzyqnllnvpoxpufcox";1;0
